Населённый пункт,Год,Месяц,День,Время_суток,Температура,Скорость_ветра(м/с),Направление_ветра,Давление,Влажность,Осадки_(м/м),Погода
strelna,2020,july,26,ночь,+13°,2,Восточный ветер,758,93,без осадков,малооблачно
strelna,2020,july,26,утро,+16°,3,Западный ветер,760,93,без осадков,ясно
strelna,2020,july,26,день,+20°,3,Северо-западный ветер,762,63,без осадков,пасмурно
strelna,2020,july,26,вечер,+20°,3,Северо-западный ветер,763,49,без осадков,облачно
strelna,2020,july,27,ночь,+11°,1,Южный ветер,764,93,без осадков,ясно
strelna,2020,july,27,утро,+16°,2,Восточный ветер,765,87,без осадков,малооблачно
strelna,2020,july,27,день,+23°,4,Восточный ветер,764,60,без осадков,пасмурно
strelna,2020,july,27,вечер,+23°,2,Восточный ветер,764,44,без осадков,пасмурно
strelna,2020,july,28,ночь,+14°,3,Восточный ветер,762,82,без осадков,ясно
strelna,2020,july,28,утро,+18°,2,Восточный ветер,761,87,без осадков,пасмурно
strelna,2020,july,28,день,+22°,1,Северный ветер,760,56,без осадков,пасмурно
strelna,2020,july,28,вечер,+22°,1,Северный ветер,760,56,без осадков,пасмурно
strelna,2020,july,29,ночь,+22°,1,Северный ветер,760,56,без осадков,пасмурно
strelna,2020,july,29,утро,+22°,1,Северный ветер,760,56,без осадков,пасмурно
strelna,2020,july,29,день,+20°,4,Юго-восточный ветер,753,77,без осадков,пасмурно
strelna,2020,july,29,вечер,+18°,2,Юго-западный ветер,753,88,без осадков,дождь
strelna,2020,july,30,ночь,+14°,3,Юго-западный ветер,754,82,без осадков,малооблачно
strelna,2020,july,30,утро,+15°,3,Юго-западный ветер,753,87,без осадков,облачно
strelna,2020,july,30,день,+17°,6,Юго-западный ветер,753,72,без осадков,пасмурно
strelna,2020,july,30,вечер,+17°,2,Юго-западный ветер,753,68,без осадков,пасмурно
strelna,2020,july,31,ночь,+13°,2,Северный ветер,752,87,без осадков,пасмурно
strelna,2020,july,31,утро,+16°,3,Юго-западный ветер,751,93,без осадков,пасмурно
strelna,2020,july,31,день,+14°,6,Северо-западный ветер,752,87,без осадков,дождь
strelna,2020,july,31,вечер,+13°,7,Северо-западный ветер,754,82,без осадков,дождь
strelna,2020,august,1,ночь,+11°,5,Северо-западный ветер,756,76,без осадков,пасмурно
strelna,2020,august,1,утро,+13°,5,Северо-западный ветер,757,76,без осадков,пасмурно
strelna,2020,august,1,день,+16°,5,Северный ветер,759,59,без осадков,пасмурно
strelna,2020,august,1,вечер,+18°,4,Северный ветер,759,48,без осадков,малооблачно
strelna,2020,august,2,ночь,+11°,2,Северо-западный ветер,759,87,без осадков,облачно
strelna,2020,august,2,утро,+15°,2,Северный ветер,759,93,без осадков,малооблачно
strelna,2020,august,2,день,+20°,3,Западный ветер,758,55,без осадков,облачно
strelna,2020,august,2,вечер,+18°,4,Западный ветер,757,59,без осадков,пасмурно
strelna,2020,august,3,ночь,+14°,2,Южный ветер,756,87,без осадков,пасмурно
strelna,2020,august,3,утро,+15°,3,Южный ветер,756,87,без осадков,малооблачно
strelna,2020,august,3,день,+21°,6,Южный ветер,755,60,без осадков,облачно
strelna,2020,august,3,вечер,+17°,2,Южный ветер,756,77,без осадков,пасмурно
strelna,2020,august,4,ночь,+15°,3,Южный ветер,756,87,без осадков,пасмурно
strelna,2020,august,4,утро,+15°,2,Южный ветер,757,93,без осадков,пасмурно
strelna,2020,august,4,день,+18°,3,Юго-восточный ветер,759,88,без осадков,дождь
strelna,2020,august,4,вечер,+19°,3,Восточный ветер,758,82,без осадков,дождь
strelna,2020,august,5,ночь,+17°,3,Восточный ветер,757,88,без осадков,дождь
strelna,2020,august,5,утро,+17°,3,Юго-восточный ветер,756,88,без осадков,пасмурно
strelna,2020,august,5,день,+19°,8,Западный ветер,759,88,без осадков,пасмурно
strelna,2020,august,5,вечер,+19°,6,Западный ветер,761,60,без осадков,малооблачно
strelna,2020,august,6,ночь,+14°,3,Северный ветер,764,77,без осадков,пасмурно
strelna,2020,august,6,утро,+17°,1,Северный ветер,765,72,без осадков,пасмурно
strelna,2020,august,6,день,+19°,4,Западный ветер,766,68,без осадков,малооблачно
strelna,2020,august,6,вечер,+20°,3,Западный ветер,768,68,без осадков,малооблачно
strelna,2020,august,7,ночь,+17°,1,Северный ветер,768,77,без осадков,малооблачно
strelna,2020,august,7,утро,+19°,2,Северный ветер,768,82,без осадков,малооблачно
strelna,2020,august,7,день,+21°,5,Западный ветер,769,68,без осадков,пасмурно
strelna,2020,august,7,вечер,+21°,5,Северо-западный ветер,769,64,без осадков,малооблачно
strelna,2020,august,8,ночь,+15°,3,Западный ветер,769,93,без осадков,облачно
strelna,2020,august,8,утро,+16°,3,Западный ветер,768,93,без осадков,облачно
strelna,2020,august,8,день,+23°,5,Западный ветер,767,69,без осадков,малооблачно
strelna,2020,august,8,вечер,+24°,5,Западный ветер,766,57,без осадков,облачно
strelna,2020,august,9,ночь,+18°,2,Юго-западный ветер,765,77,без осадков,облачно
strelna,2020,august,9,утро,+18°,3,Юго-западный ветер,764,77,без осадков,малооблачно
strelna,2020,august,9,день,+24°,8,Западный ветер,763,57,без осадков,облачно
strelna,2020,august,9,вечер,+23°,6,Западный ветер,762,53,без осадков,облачно
strelna,2020,august,10,ночь,+18°,2,Юго-западный ветер,761,77,без осадков,пасмурно
strelna,2020,august,10,утро,+19°,4,Западный ветер,761,88,без осадков,малооблачно
strelna,2020,august,10,день,+21°,6,Западный ветер,762,64,без осадков,пасмурно
strelna,2020,august,10,вечер,+21°,6,Северо-западный ветер,762,46,без осадков,облачно
strelna,2020,august,11,ночь,+13°,6,Северо-западный ветер,763,67,без осадков,пасмурно
strelna,2020,august,11,утро,+13°,6,Северо-западный ветер,764,71,без осадков,пасмурно
